county_code,date,aqi,defining_parameter,defining_site,num_sites_reporting,state_name,county_name,state_code,category,created,last_updated,Derived_County_fips
015,2022-11-02,166,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-02 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-03,157,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-03 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-04,139,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-04 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-05,148,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-05 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-06,121,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-06 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-07,152,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-07 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-11,153,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-11 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-12,169,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-12 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-13,145,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-13 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-14,122,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-14 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-15,147,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-15 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-17,124,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-17 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-18,108,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-18 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-19,122,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-19 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-20,162,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-20 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-21,152,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-21 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-22,168,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-22 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-23,77,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-23 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-24,30,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-24 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-25,55,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-25 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-26,66,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-26 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-27,37,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-27 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-28,42,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-28 16:30:00,2022-12-31 23:54:00,09015
015,2022-11-29,53,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-11-29 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-01,54,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-01 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-02,73,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-02 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-03,75,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-03 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-04,53,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-04 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-05,102,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-05 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-06,83,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-06 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-07,63,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-07 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-08,72,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-08 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-09,90,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-09 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-10,53,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-10 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-11,102,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-11 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-12,156,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-12 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-13,171,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-13 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-14,94,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-14 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-15,100,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-15 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-16,89,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-16 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-17,94,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-17 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-18,64,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-18 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-19,61,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-19 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-20,48,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-20 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-21,82,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-21 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-22,40,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-22 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-23,41,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-23 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-24,68,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-24 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-25,94,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-25 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-26,142,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-26 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-27,90,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-27 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-28,108,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-28 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-29,98,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-29 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-30,152,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-30 16:30:00,2022-12-31 23:54:00,09015
015,2022-12-31,79,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2022-12-31 16:30:00,2022-12-31 23:54:00,09015
015,2023-01-01,55,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-01 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-02,66,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-02 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-03,37,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-03 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-04,42,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-04 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-05,53,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-05 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-06,54,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-06 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-07,73,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-07 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-08,75,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-08 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-09,53,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-09 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-10,102,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-10 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-11,83,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-11 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-12,63,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-12 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-13,72,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-13 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-14,90,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-14 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-15,53,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-15 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-16,102,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-16 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-17,156,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-17 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-18,171,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-18 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-19,94,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-19 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-20,100,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-20 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-21,89,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-21 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-22,94,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-22 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-23,64,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-23 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-24,61,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-24 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-25,48,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-25 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-26,82,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-26 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-27,40,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-27 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-28,41,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-28 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-29,68,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-29 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-30,94,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-30 16:30:00,2023-12-31 23:42:00,09015
015,2023-01-31,142,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-01-31 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-01,90,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-01 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-02,108,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-02 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-03,98,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-03 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-04,152,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-04 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-05,79,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-05 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-06,76,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-06 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-07,97,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-07 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-08,72,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-08 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-09,94,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-09 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-10,83,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-10 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-11,74,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-11 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-12,140,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-12 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-13,134,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-13 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-14,86,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-14 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-15,77,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-15 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-16,60,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-16 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-17,56,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-17 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-18,48,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-18 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-19,52,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-19 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-20,60,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-20 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-21,60,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-21 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-22,85,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-22 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-23,71,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-23 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-24,97,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-24 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-25,85,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-25 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-26,109,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-26 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-27,81,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-27 16:30:00,2023-12-31 23:42:00,09015
015,2023-02-28,65,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-02-28 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-01,54,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-01 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-02,47,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-02 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-03,43,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-03 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-04,52,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-04 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-05,63,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-05 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-06,60,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-06 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-07,72,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-07 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-08,85,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-08 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-09,67,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-09 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-10,82,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-10 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-11,68,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-11 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-12,71,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-12 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-13,73,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-13 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-14,69,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-14 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-15,54,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-15 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-16,55,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-16 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-17,52,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-17 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-18,54,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-18 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-19,53,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-19 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-20,69,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-20 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-21,72,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-21 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-22,67,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-22 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-23,71,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-23 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-24,60,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-24 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-25,62,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-25 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-26,58,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-26 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-27,60,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-27 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-28,56,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-28 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-29,56,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-29 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-30,51,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-30 16:30:00,2023-12-31 23:42:00,09015
015,2023-03-31,65,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-03-31 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-01,66,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-01 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-02,56,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-02 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-03,61,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-03 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-04,61,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-04 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-05,65,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-05 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-06,39,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-06 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-07,29,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-07 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-08,60,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-08 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-09,70,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-09 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-10,61,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-10 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-11,57,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-11 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-12,59,Ozone,09-015-9991,1,Connecticut,Windham,09,Moderate,2023-04-12 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-13,67,Ozone,09-015-9991,1,Connecticut,Windham,09,Moderate,2023-04-13 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-14,68,Ozone,09-015-9991,1,Connecticut,Windham,09,Unhealthy for Sensitive Groups,2023-04-14 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-15,69,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-15 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-16,65,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-16 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-17,66,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-17 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-18,65,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-18 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-19,66,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-19 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-20,64,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-20 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-21,71,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-21 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-22,71,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-22 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-23,76,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-23 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-24,75,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-24 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-25,67,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-25 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-26,53,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-26 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-27,52,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-27 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-28,64,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-28 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-29,60,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-29 16:30:00,2023-12-31 23:42:00,09015
015,2023-04-30,52,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-04-30 16:30:00,2023-12-31 23:42:00,09015
015,2023-05-01,62,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-05-01 16:30:00,2023-12-31 23:42:00,09015
015,2023-05-03,41,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-05-03 16:30:00,2023-12-31 23:42:00,09015
015,2023-05-04,56,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-05-04 16:30:00,2023-12-31 23:42:00,09015
015,2023-05-05,63,Ozone,09-015-9991,1,Connecticut,Windham,09,Good,2023-05-05 16:30:00,2023-12-31 23:42:00,09015
